row,key,ok,messages
54,1013BCA455,False,missing_doc_rec
55,1517IT22098,False,missing_doc_rec
56,1113MBA098,False,missing_doc_rec
57,1117PHARMD026,False,missing_doc_rec
58,1117PHARMD018,False,missing_doc_rec
59,1117PHARMD022,False,missing_doc_rec
60,1117PHARMD002,False,missing_doc_rec
61,1117PHARMD019,False,missing_doc_rec
62,1117PHARMD011,False,missing_doc_rec
63,1317BPHARM01008,False,missing_doc_rec
64,1316BCA04401,False,missing_doc_rec
65,1117PHARMD003,False,missing_doc_rec
66,1517BT22051,False,missing_doc_rec
67,21012SBBAS001,False,missing_doc_rec;missing_enrollment;missing_institute;missing_main;missing_sub
68,1417BBA03131,False,missing_doc_rec
69,1516EDU10030,False,missing_doc_rec
70,1317BEAE30039,False,missing_doc_rec
71,1317BECE30097,False,missing_doc_rec
72,1317BECE30088,False,missing_doc_rec
73,1317BEAE30053,False,missing_doc_rec
74,1317BEEE30036,False,missing_doc_rec
75,1317BEEE30023,False,missing_doc_rec
76,1317BEEE30014,False,missing_doc_rec
77,1317BECE30024,False,missing_doc_rec
78,1317BECE30166,False,missing_doc_rec
79,1317BECE30140,False,missing_doc_rec
80,1317BECI30029,False,missing_doc_rec
81,1317BECE30027,False,missing_doc_rec
82,1317BECE30010,False,missing_doc_rec
83,1317BEIT30049,False,missing_doc_rec
84,1317BECI30013,False,missing_doc_rec
85,1317BEEE30019,False,missing_doc_rec
86,1317BECE30091,False,missing_doc_rec
87,1317BEEE30002,False,missing_doc_rec
88,21417SBEEC30073,False,missing_doc_rec
89,1317BECE30001,False,missing_doc_rec
90,1317BEEC30010,False,missing_doc_rec
91,21317SBECE30004,False,missing_doc_rec;missing_enrollment;missing_institute;missing_main;missing_sub
92,1317BECE30127,False,missing_doc_rec
93,1317BECI30057,False,missing_doc_rec
94,1317BEEC30047,False,missing_doc_rec
95,1317BEME30005,False,missing_doc_rec
96,1317BEME30025,False,missing_doc_rec
97,1317BEEC30050,False,missing_doc_rec
98,1317BECE30084,False,missing_doc_rec
99,1317BECE30082,False,missing_doc_rec
100,1317BEEC30044,False,missing_doc_rec
101,1317BEEC30012,False,missing_doc_rec
102,1317BECE30016,False,missing_doc_rec
103,1317BECE30112,False,missing_doc_rec
104,1317BECE30012,False,missing_doc_rec
105,1517MECE30010,False,missing_doc_rec
106,21417SBEEC30060,False,missing_doc_rec
107,1317BECE30099,False,missing_doc_rec
108,11D0324,False,missing_doc_rec
109,1317BEME30042,False,missing_doc_rec
110,1517MEMEPR30006,False,missing_doc_rec
111,1317BEEE30074,False,missing_doc_rec
112,1317BEEC30046,False,missing_doc_rec
113,1317BECE30171,False,missing_doc_rec
114,1317BEEE30012,False,missing_doc_rec
115,1317BEEE30037,False,missing_doc_rec
116,1317BEEE30013,False,missing_doc_rec
117,21417SBEEC30061,False,missing_doc_rec
118,21417SBEEC30064,False,missing_doc_rec
119,21417SBEEC30059,False,missing_doc_rec
120,,False,missing_doc_rec;missing_enrollment;missing_institute;missing_main;missing_sub
121,1317BEAE30045,False,missing_doc_rec
122,21417SBEEC30072,False,missing_doc_rec
123,21417SBEEC30070,False,missing_doc_rec
124,21417SBEEC30065,False,missing_doc_rec
125,21417SBEEC30063,False,missing_doc_rec
126,1317BEME30081,False,missing_doc_rec
127,1317BEME30093,False,missing_doc_rec
128,1317BEME30028,False,missing_doc_rec
129,1317BEEE30097,False,missing_doc_rec
130,21417SBEEC30069,False,missing_doc_rec
131,1317BECE30025,False,missing_doc_rec
132,21417SBEEC30057,False,missing_doc_rec
133,1317BEME30118,False,missing_doc_rec
134,1317BEME30002,False,missing_doc_rec
135,1317BEEC30006,False,missing_doc_rec
136,,False,missing_doc_rec;missing_enrollment;missing_institute;missing_main;missing_sub
137,1417BBA03283,False,missing_doc_rec
138,1417BCA04156,False,missing_doc_rec
139,1417BCA04001,False,missing_doc_rec
140,1417BCA04263,False,missing_doc_rec
141,1317BECE30032,False,missing_doc_rec
142,1317BECE30155,False,missing_doc_rec
143,1117PHARMD013,False,missing_doc_rec
144,1317BEEC30024,False,missing_doc_rec
145,1417BCA04070,False,missing_doc_rec
146,1317BEEE30005,False,missing_doc_rec
147,1317BEME30080,False,missing_doc_rec
148,21417SBECI30073,False,missing_doc_rec
149,1317BECE30026,False,missing_doc_rec
150,1317BEEE30021,False,missing_doc_rec
